"","day","interval","date","steps","dayType"
"1","Fri",0,2012-11-09,0,"Weekday"
"2","Fri",0,2012-11-30,0,"Weekday"
"3","Fri",10,2012-11-30,0,"Weekday"
"4","Fri",10,2012-11-09,0,"Weekday"
"5","Fri",100,2012-11-30,0,"Weekday"
"6","Fri",100,2012-11-09,0,"Weekday"
"7","Fri",1000,2012-11-30,72.1428571428571,"Weekday"
"8","Fri",1000,2012-11-09,72.1428571428571,"Weekday"
"9","Fri",1005,2012-11-09,54.1428571428571,"Weekday"
"10","Fri",1005,2012-11-30,54.1428571428571,"Weekday"
"11","Fri",1010,2012-11-09,26.5714285714286,"Weekday"
"12","Fri",1010,2012-11-30,26.5714285714286,"Weekday"
"13","Fri",1015,2012-11-30,7.85714285714286,"Weekday"
"14","Fri",1015,2012-11-09,7.85714285714286,"Weekday"
"15","Fri",1020,2012-11-30,17.5714285714286,"Weekday"
"16","Fri",1020,2012-11-09,17.5714285714286,"Weekday"
"17","Fri",1025,2012-11-30,82.7142857142857,"Weekday"
"18","Fri",1025,2012-11-09,82.7142857142857,"Weekday"
"19","Fri",1030,2012-11-09,31.7142857142857,"Weekday"
"20","Fri",1030,2012-11-30,31.7142857142857,"Weekday"
"21","Fri",1035,2012-11-30,82.8571428571429,"Weekday"
"22","Fri",1035,2012-11-09,82.8571428571429,"Weekday"
"23","Fri",1040,2012-11-30,69.8571428571429,"Weekday"
"24","Fri",1040,2012-11-09,69.8571428571429,"Weekday"
"25","Fri",1045,2012-11-30,15.5714285714286,"Weekday"
"26","Fri",1045,2012-11-09,15.5714285714286,"Weekday"
"27","Fri",105,2012-11-09,0,"Weekday"
"28","Fri",105,2012-11-30,0,"Weekday"
"29","Fri",1050,2012-11-09,39.1428571428571,"Weekday"
"30","Fri",1050,2012-11-30,39.1428571428571,"Weekday"
"31","Fri",1055,2012-11-30,48.1428571428571,"Weekday"
"32","Fri",1055,2012-11-09,48.1428571428571,"Weekday"
"33","Fri",110,2012-11-09,0,"Weekday"
"34","Fri",110,2012-11-30,0,"Weekday"
"35","Fri",1100,2012-11-30,20.5714285714286,"Weekday"
"36","Fri",1100,2012-11-09,20.5714285714286,"Weekday"
"37","Fri",1105,2012-11-30,48.4285714285714,"Weekday"
"38","Fri",1105,2012-11-09,48.4285714285714,"Weekday"
"39","Fri",1110,2012-11-09,21.4285714285714,"Weekday"
"40","Fri",1110,2012-11-30,21.4285714285714,"Weekday"
"41","Fri",1115,2012-11-09,0,"Weekday"
"42","Fri",1115,2012-11-30,0,"Weekday"
"43","Fri",1120,2012-11-30,21.7142857142857,"Weekday"
"44","Fri",1120,2012-11-09,21.7142857142857,"Weekday"
"45","Fri",1125,2012-11-09,59.5714285714286,"Weekday"
"46","Fri",1125,2012-11-30,59.5714285714286,"Weekday"
"47","Fri",1130,2012-11-09,44.5714285714286,"Weekday"
"48","Fri",1130,2012-11-30,44.5714285714286,"Weekday"
"49","Fri",1135,2012-11-09,94.2857142857143,"Weekday"
"50","Fri",1135,2012-11-30,94.2857142857143,"Weekday"
"51","Fri",1140,2012-11-09,63.4285714285714,"Weekday"
"52","Fri",1140,2012-11-30,63.4285714285714,"Weekday"
"53","Fri",1145,2012-11-09,39.7142857142857,"Weekday"
"54","Fri",1145,2012-11-30,39.7142857142857,"Weekday"
"55","Fri",115,2012-11-30,0,"Weekday"
"56","Fri",115,2012-11-09,0,"Weekday"
"57","Fri",1150,2012-11-09,9.71428571428571,"Weekday"
"58","Fri",1150,2012-11-30,9.71428571428571,"Weekday"
"59","Fri",1155,2012-11-09,70,"Weekday"
"60","Fri",1155,2012-11-30,70,"Weekday"
"61","Fri",120,2012-11-09,0,"Weekday"
"62","Fri",120,2012-11-30,0,"Weekday"
"63","Fri",1200,2012-11-09,56.8571428571429,"Weekday"
"64","Fri",1200,2012-11-30,56.8571428571429,"Weekday"
"65","Fri",1205,2012-11-09,141.714285714286,"Weekday"
"66","Fri",1205,2012-11-30,141.714285714286,"Weekday"
"67","Fri",1210,2012-11-09,219,"Weekday"
"68","Fri",1210,2012-11-30,219,"Weekday"
"69","Fri",1215,2012-11-09,92.8571428571429,"Weekday"
"70","Fri",1215,2012-11-30,92.8571428571429,"Weekday"
"71","Fri",1220,2012-11-09,50.8571428571429,"Weekday"
"72","Fri",1220,2012-11-30,50.8571428571429,"Weekday"
"73","Fri",1225,2012-11-30,45.5714285714286,"Weekday"
"74","Fri",1225,2012-11-09,45.5714285714286,"Weekday"
"75","Fri",1230,2012-11-09,89.1428571428571,"Weekday"
"76","Fri",1230,2012-11-30,89.1428571428571,"Weekday"
"77","Fri",1235,2012-11-09,120.285714285714,"Weekday"
"78","Fri",1235,2012-11-30,120.285714285714,"Weekday"
"79","Fri",1240,2012-11-09,88.7142857142857,"Weekday"
"80","Fri",1240,2012-11-30,88.7142857142857,"Weekday"
"81","Fri",1245,2012-11-09,127,"Weekday"
"82","Fri",1245,2012-11-30,127,"Weekday"
"83","Fri",125,2012-11-09,0,"Weekday"
"84","Fri",125,2012-11-30,0,"Weekday"
"85","Fri",1250,2012-11-09,126.428571428571,"Weekday"
"86","Fri",1250,2012-11-30,126.428571428571,"Weekday"
"87","Fri",1255,2012-11-09,95.8571428571429,"Weekday"
"88","Fri",1255,2012-11-30,95.8571428571429,"Weekday"
"89","Fri",130,2012-11-09,5.42857142857143,"Weekday"
"90","Fri",130,2012-11-30,5.42857142857143,"Weekday"
"91","Fri",1300,2012-11-09,63,"Weekday"
"92","Fri",1300,2012-11-30,63,"Weekday"
"93","Fri",1305,2012-11-09,85.8571428571429,"Weekday"
"94","Fri",1305,2012-11-30,85.8571428571429,"Weekday"
"95","Fri",1310,2012-11-09,70,"Weekday"
"96","Fri",1310,2012-11-30,70,"Weekday"
"97","Fri",1315,2012-11-09,59.2857142857143,"Weekday"
"98","Fri",1315,2012-11-30,59.2857142857143,"Weekday"
"99","Fri",1320,2012-11-09,125.142857142857,"Weekday"
"100","Fri",1320,2012-11-30,125.142857142857,"Weekday"
"101","Fri",1325,2012-11-09,140.285714285714,"Weekday"
"102","Fri",1325,2012-11-30,140.285714285714,"Weekday"
"103","Fri",1330,2012-11-30,79.1428571428571,"Weekday"
"104","Fri",1330,2012-11-09,79.1428571428571,"Weekday"
"105","Fri",1335,2012-11-09,50.5714285714286,"Weekday"
"106","Fri",1335,2012-11-30,50.5714285714286,"Weekday"
"107","Fri",1340,2012-11-30,75.4285714285714,"Weekday"
"108","Fri",1340,2012-11-09,75.4285714285714,"Weekday"
"109","Fri",1345,2012-11-30,86.5714285714286,"Weekday"
"110","Fri",1345,2012-11-09,86.5714285714286,"Weekday"
"111","Fri",135,2012-11-30,0,"Weekday"
"112","Fri",135,2012-11-09,0,"Weekday"
"113","Fri",1350,2012-11-30,79.1428571428571,"Weekday"
"114","Fri",1350,2012-11-09,79.1428571428571,"Weekday"
"115","Fri",1355,2012-11-09,155,"Weekday"
"116","Fri",1355,2012-11-30,155,"Weekday"
"117","Fri",140,2012-11-09,0,"Weekday"
"118","Fri",140,2012-11-30,0,"Weekday"
"119","Fri",1400,2012-11-30,199.142857142857,"Weekday"
"120","Fri",1400,2012-11-09,199.142857142857,"Weekday"
"121","Fri",1405,2012-11-30,117.714285714286,"Weekday"
"122","Fri",1405,2012-11-09,117.714285714286,"Weekday"
"123","Fri",1410,2012-11-30,53,"Weekday"
"124","Fri",1410,2012-11-09,53,"Weekday"
"125","Fri",1415,2012-11-09,70.7142857142857,"Weekday"
"126","Fri",1415,2012-11-30,70.7142857142857,"Weekday"
"127","Fri",1420,2012-11-30,41.8571428571429,"Weekday"
"128","Fri",1420,2012-11-09,41.8571428571429,"Weekday"
"129","Fri",1425,2012-11-30,7.14285714285714,"Weekday"
"130","Fri",1425,2012-11-09,7.14285714285714,"Weekday"
"131","Fri",1430,2012-11-30,20.1428571428571,"Weekday"
"132","Fri",1430,2012-11-09,20.1428571428571,"Weekday"
"133","Fri",1435,2012-11-09,16.4285714285714,"Weekday"
"134","Fri",1435,2012-11-30,16.4285714285714,"Weekday"
"135","Fri",1440,2012-11-30,3,"Weekday"
"136","Fri",1440,2012-11-09,3,"Weekday"
"137","Fri",1445,2012-11-09,43.5714285714286,"Weekday"
"138","Fri",1445,2012-11-30,43.5714285714286,"Weekday"
"139","Fri",145,2012-11-09,1.28571428571429,"Weekday"
"140","Fri",145,2012-11-30,1.28571428571429,"Weekday"
"141","Fri",1450,2012-11-09,108.571428571429,"Weekday"
"142","Fri",1450,2012-11-30,108.571428571429,"Weekday"
"143","Fri",1455,2012-11-09,94.5714285714286,"Weekday"
"144","Fri",1455,2012-11-30,94.5714285714286,"Weekday"
"145","Fri",15,2012-11-30,0,"Weekday"
"146","Fri",15,2012-11-09,0,"Weekday"
"147","Fri",150,2012-11-09,2,"Weekday"
"148","Fri",150,2012-11-30,2,"Weekday"
"149","Fri",1500,2012-11-09,98.1428571428571,"Weekday"
"150","Fri",1500,2012-11-30,98.1428571428571,"Weekday"
"151","Fri",1505,2012-11-09,94,"Weekday"
"152","Fri",1505,2012-11-30,94,"Weekday"
"153","Fri",1510,2012-11-09,125.285714285714,"Weekday"
"154","Fri",1510,2012-11-30,125.285714285714,"Weekday"
"155","Fri",1515,2012-11-09,122.714285714286,"Weekday"
"156","Fri",1515,2012-11-30,122.714285714286,"Weekday"
"157","Fri",1520,2012-11-09,127.285714285714,"Weekday"
"158","Fri",1520,2012-11-30,127.285714285714,"Weekday"
"159","Fri",1525,2012-11-09,111.285714285714,"Weekday"
